title,genre,overview,vote_average
Justice League vs. Teen Titans,"['Science Fiction', 'Action', 'Animation', 'Adventure', 'Comedy']",Robin is sent by Batman to work with the Teen Titans after his volatile behavior botches up a Justice League mission. The Titans must then step up to face Trigon after he possesses the League and threatens to conquer the world.,7.4
How High,['Comedy'],"Multi-platinum rap superstars Redman and Method Man star as Jamal and Silas, two regular guys who smoke something magical, ace their college entrance exams and wind up at Harvard. Ivy League ways are strange but Silas and Jamal take it in a stride -- until their supply of supernatural smoke runs dry. That's when they have to start living by their wits and rely on their natural resources to make the grade.",6.3
Snake Island Python,['Drama'],"A group of people searching for a magical tree in a mysterious jungle, find they are not alone. Something is watching them, waiting for the perfect moment to strike.",7.5
American Siege,"['Action', 'Adventure', 'Thriller']",An ex-NYPD officer-turned-sheriff of a small rural Georgia town has to contend with a gang of thieves who have taken a wealthy doctor hostage.,5.6
Doctor Dolittle,"['Comedy', 'Family', 'Fantasy']","A successful physician and devoted family man, John Dolittle seems to have the world by the tail, until a long suppressed talent he possessed as a child, the ability to communicate with animals is suddenly reawakened with a vengeance! Now every creature within squawking distance wants the good doctor's advice, unleashing an outrageous chain of events that turns his world upside down!",5.7
The Lost Weekend,['Drama'],"Don Birnam, a long-time alcoholic, has been sober for ten days and appears to be over the worst... but his craving has just become more insidious. Evading a country weekend planned by his brother and girlfriend, he begins a four-day bender that just might be his last - one way or another.",7.7
Another Cinderella Story,"['Comedy', 'Music']","A guy who danced with what could be the girl of his dreams at a costume ball only has one hint at her identity: the Zune she left behind as she rushed home in order to make her curfew. And with a once-in-a-lifetime opportunity in front of him, he sets out to find his masked beauty.",6.8
In the Mood for Love,"['Drama', 'Romance']",Two neighbors become intimate after discovering that their spouses are having an affair with one another.,8.1
Forgetting Sarah Marshall,"['Comedy', 'Romance', 'Drama']","When Sarah Marshall dumps aspiring musician Peter Bretter for rock star Aldous Snow, Peter's world comes crashing down. His best friend suggests that Peter should get away from everything and to fly off to Hawaii to escape all his problems. After arriving in Hawaii and meeting the beautiful Rachel Jansen, Peter is shocked to see not only Aldous Snow in Hawaii, but also Sarah Marshall.",6.5
When Harry Met Sally...,"['Comedy', 'Romance', 'Drama']","During their travel from Chicago to New York, Harry and Sally debate whether or not sex ruins a friendship between a man and a woman. Eleven years later, and they're still no closer to finding the answer.",7.4
The Hunger Games,"['Science Fiction', 'Adventure', 'Fantasy']","Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",7.2
American Made,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']","The true story of pilot Barry Seal, who transported contraband for the CIA and the Medellin cartel in the 1980s.",6.9
The Haunting of Helena,"['Horror', 'Thriller']","After a divorce, Sophia moves to the south of Italy with her daughter, Helena. Their new home, an apartment within an austere building of the fascist age, is a chance for them to start a new life. But inside an old storage room hides a mysterious closet and a buried secret. After the loss of Helena’s first baby tooth, a chilling obsession begins and an apparition haunts her sleep...",5.6
Little Women,"['Drama', 'Romance', 'History']",Four sisters come of age in America in the aftermath of the Civil War.,7.9
Mortal Kombat: Annihilation,"['Action', 'Fantasy', 'Science Fiction']","A group of heroic warriors has only six days to save the planet in ""Mortal Kombat Annihilation."" To succeed they must survive the most spectacular series of challenges any human, or god, has ever encountered as they battle an evil warlord bent on taking control of Earth.",4.5
Jawbreaker,"['Comedy', 'Crime']","When an exclusive clique of teenage socialites accidentally murder their best friend on the morning of her birthday, the three girls responsible conspire to hide the truth.",6.3
The Hunt,"['Action', 'Thriller', 'Horror']","Twelve strangers wake up in a clearing. They don't know where they are—or how they got there. In the shadow of a dark internet conspiracy theory, ruthless elitists gather at a remote location to hunt humans for sport. But their master plan is about to be derailed when one of the hunted turns the tables on her pursuers.",6.7
Jurassic Hunt,"['Action', 'Science Fiction', 'Thriller']","Female adventurer Parker joins a crew of male trophy hunters in a remote wilderness park. Their goal: slaughter genetically recreated dinosaurs for sport using rifles, arrows, and grenades. After their guide is killed by raptors, the team tries to escape the park – but the hunters quickly become the hunted. Even worse, the park’s manager suspects Parker of being a spy and sends a hit squad after her. This battle’s about to become primitive!",5.1
Cheaper by the Dozen 2,"['Comedy', 'Family', 'Adventure']","Steve Martin and Bonnie Hunt return as heads of the Baker family who, while on vacation, find themselves in competition with a rival family of eight children, headed by Eugene Levy,",6.1
LEGO Marvel Super Heroes: Guardians of the Galaxy - The Thanos Threat,"['Animation', 'Family', 'Science Fiction']","The Guardians are on a mission to deliver the Build Stone to the Avengers before the Ravagers, Thanos and his underlings steal it from them.",7.0
Countdown,"['Horror', 'Thriller']","A young nurse downloads an app that tells her she only has three days to live. With time ticking away and a mysterious figure haunting her, she must find a way to save her life before time runs out.",6.3
50 Greatest Harry Potter Moments,['Documentary'],"To mark the release two weeks ago of the eighth and final movie in the series, Robbie Coltrane narrates a countdown of the movie franchise's best moments. From Harry's first meeting with Ron and Hermione aboard the Hogwarts Express through to magical mysteries.",7.4
The Little Things,"['Crime', 'Drama', 'Thriller']","Deputy Sheriff Joe ""Deke"" Deacon joins forces with Sgt. Jim Baxter to search for a serial killer who's terrorizing Los Angeles. As they track the culprit, Baxter is unaware that the investigation is dredging up echoes of Deke's past, uncovering disturbing secrets that could threaten more than his case.",6.3
Gangs of New York,"['Drama', 'History', 'Crime']","In 1863, Amsterdam Vallon returns to the Five Points of America to seek vengeance against the psychotic gangland kingpin, Bill the Butcher, who murdered his father years earlier. With an eager pickpocket by his side and a whole new army, Vallon fights his way to seek vengeance on the Butcher and restore peace in the area.",7.3
Robin-B-Hood,"['Drama', 'Action', 'Comedy']","For never-do-well compulsive gambler Fong, there's only one thing more fearsome than debtors at his doorstep - having to coax a crying baby. But what if the baby becomes his golden goose to fend off his debtors? Can he overcome his phobia of diapers, milk bottles, and cloying lullabies?",7.0
Дыхание,['Drama'],,0.0
Yu-Gi-Oh!: The Dark Side of Dimensions,"['Adventure', 'Animation']",Yugi and Kaiba have a special duel that transcends dimensions.,7.6
Unwelcome,['Horror'],"Londoners Maya and Jamie escape their urban nightmare to the tranquility of rural Ireland only to discover malevolent, murderous goblins lurking in the gnarled, ancient wood at the foot of their new garden. When heavily pregnant Maya’s relationship with a local family turns sour, who – or what – will come to her rescue and what extremes will she go to to protect her unborn child?",6.0
The Last House on the Left,"['Crime', 'Thriller', 'Horror', 'Drama']","A group of teenage girls heading into the city hook up with a gang of drug-addled ne'er-do-wells and are brutally murdered. The killers find their way to the home of one of their victim's parents, where both father and mother exact a horrible revenge.",6.5
Hosto,['Drama'],"Patrick gets a visa to Japan in order to provide for his family. But when he needs to earn more, he is introduced to becoming a hosto.",0.0
Sura: A Love Song,['Documentary'],"After quitting filmmaking about the tidal flat that underwent Saemangeum Seawall Project a few years ago, she moved to Gunsan-si, a city of Saemangeum, as she seemed destined to. Sura: A Love Song delivers the course of rediscovering the beauty of the tidal flat working together with the Citizens’ Survey Group on Saemangeum that has continued its research for nearly twenty years.",0.0
A Tale of Legendary Libido,"['Comedy', 'Fantasy', 'Drama']","The women in Byeon’s village ridicule his lack of libido, but he has the last laugh when a traveling monk imbues him with the ultimate male power.",6.0
Love Like the Falling Petals,"['Romance', 'Drama']","Haruto Asakura falls in love with hairdresser Misaki Ariake and asks her out. Watching Misaki Ariake work hard to achieve what she wants, Haruto Asakura, who almost gave up his dream to become a photographer, begins to pursue his dream again, but Misaki Ariake is diagnosed with a disease that ages her 10x faster than normal.",7.9
Tove's Room,[],"In a flat in Copenhagen, we meet one of the biggest female writers, Tove Ditlevsen, and her husband, the sadistic news editor in chief Victor Andreasen. Toves talent is indisputable, only her husband’s destructive envy surpasses it. Tove looks straight through her husband’s inferiority complex, and yet she puts up with his humiliating behaviour and his violence. He is the one who controls her drug abuse and repeated admissions to the psychiatric ward – the only place in which she truly finds peace to write. Their power struggle needs an audience, and on this very day they’re expecting a lunch guest, the promising young author Klaus Rifbjerg, who celebrates the modern woman. Klaus believes they’ll be talking about literature, what he doesn’t know is that a blood bath awaits him.",0.0
Jiu Jitsu,"['Action', 'Science Fiction', 'Fantasy']","Every six years, an ancient order of jiu-jitsu fighters joins forces to battle a vicious race of alien invaders. But when a celebrated war hero goes down in defeat, the fate of the planet and mankind hangs in the balance.",4.9
Dirty Pair: Project Eden,"['Animation', 'Science Fiction', 'Action', 'Comedy', 'Romance']","Sent to the planet Agerna to investigate a feud between two opposing factions, Kei and Yuri must find out why strange creatures are attacking vezorium test plants.",6.8
Paul,"['Adventure', 'Comedy', 'Science Fiction']","For the past 60 years, a space-traveling smart-ass named Paul has been locked up in a top-secret military base, advising world leaders about his kind. But when he worries he’s outlived his usefulness and the dissection table is drawing uncomfortably close, Paul escapes on the first RV that passes by his compound in Area 51. Fortunately, it contains the two earthlings who are most likely to rescue and harbor an alien on the run.",6.7
Dragon Ball: The Path to Power,"['Animation', 'Adventure', 'Fantasy']","A retelling of Dragon Ball's origin with a different take on the meeting of Goku, Bulma, and Kame-Sen'nin. It also retells the Red Ribbon Army story; but this time they find Goku rather than Goku finding them.",7.3
The Ant Bully,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']","Fed up with being targeted by the neighborhood bully, 10-year-old Lucas Nickle vents his frustrations on the anthill in his front yard ... until the insects shrink him to the size of a bug with a magic elixir. Convicted of ""crimes against the colony,"" Lucas can only regain his freedom by living with the ants and learning their ways.",5.7
Signs,"['Drama', 'Thriller', 'Science Fiction', 'Mystery']",A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.,6.7
Unforgiven,['Western'],"William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.",7.9
My Little Pony: A New Generation,"['Animation', 'Family', 'Fantasy', 'Comedy', 'Adventure']","Equestria's divided. But a bright-eyed hero believes Earth Ponies, Pegasi and Unicorns should be pals — and, hoof to heart, she’s determined to prove it.",7.8
Basic Instinct 2,"['Crime', 'Mystery', 'Thriller']","Novelist Catherine Tramell is once again in trouble with the law, and Scotland Yard appoints psychiatrist Dr. Michael Glass to evaluate her. Though, like Detective Nick Curran before him, Glass is entranced by Tramell and lured into a seductive game.",5.1
The Dallas Connection,['Action'],"Assassins led by Black Widow are out to kill Antonio Morales to prevent him from handing a computer chip over to IWAR headquarters. It's up to secret agents Chris Cannon, Mark Austin, and Samantha Maxx to stop them",4.7
The Return of the Living Dead,"['Horror', 'Comedy']","When foreman Frank shows new employee Freddy a secret military experiment in a supply warehouse in Louisville, Kentucky, the two klutzes accidentally release a gas that reanimates corpses into flesh-eating zombies. As the epidemic spreads throughout the town, and the creatures satisfy their hunger in gory and outlandish ways, Frank and Freddy fight to survive with the help of their boss and a mysterious mortician.",7.1
The Tale of The Princess Kaguya,"['Animation', 'Drama', 'Fantasy']","Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthrals all who encounter her. But, ultimately, she must confront her fate.",8.1
Ghost Ship,"['Horror', 'Mystery', 'Thriller']","After discovering a passenger ship missing since 1962 floating adrift on the Bering Sea, salvagers claim the vessel as their own. Once they begin towing the ghost ship towards harbor, a series of bizarre occurrences happen and the group becomes trapped inside the ship, which they soon learn is inhabited by a demonic creature.",5.9
Where the Wild Things Are,"['Family', 'Fantasy', 'Drama', 'Adventure']","Max imagines running away from his mom and sailing to a far-off land where large talking beasts—Ira, Carol, Douglas, the Bull, Judith and Alexander—crown him as their king, play rumpus, build forts and discover secret hideaways.",6.5
Marmaduke,"['Animation', 'Family', 'Comedy', 'Adventure']","Great Dane Marmaduke epitomizes the overgrown lapdog, with an irascible streak and a penchant for mischief that is tempered with a deep sense of love and responsibility for his human family, the Winslows. The new animation is set in the world of elite dog shows, rife divas, rivalries and slapstick comedy.",5.4
The Flu,"['Action', 'Adventure', 'Science Fiction']","A case of the flu quickly morphs into a pandemic. As the death toll mounts and the living panic, the government plans extreme measures to contain it.",7.5
Triple Frontier,"['Action', 'Thriller', 'Crime', 'Adventure']","Struggling to make ends meet, former special ops soldiers reunite for a high-stakes heist: stealing $75 million from a South American drug lord.",6.3
Mad Max Beyond Thunderdome,"['Action', 'Adventure', 'Science Fiction']","Mad Max becomes a pawn in a decadent oasis of a technological society, and when exiled, becomes the deliverer of a colony of children.",6.2
Butterfly Effect,['Music'],,0.0
Till the End of the Night,"['Thriller', 'Drama']","The undercover investigator Robert is supposed to win the trust of a criminal through a fictitious relationship with Leni. However, the feelings are not just a game. It is the spied criminal, of all people, who makes him confront his contradictory feelings…",0.0
The Return of Jafar,"['Family', 'Adventure', 'Animation', 'Romance']","The evil Jafar escapes from the magic lamp as an all-powerful genie, ready to plot his revenge against Aladdin. From battling elusive villains atop winged horses, to dodging flames inside an exploding lava pit, it's up to Aladdin - with Princess Jasmine and the outrageously funny Genie by his side - to save the kingdom once and for all.",6.2
The Ash Lad: In the Hall of the Mountain King,"['Adventure', 'Fantasy']","Espen “Ash Lad”, a poor farmer’s son, embarks on a dangerous quest with his brothers to save the princess from a vile troll known as the Mountain King – in order to collect a reward and save his family’s farm from ruin.",6.8
Caught by a Wave,"['Drama', 'Romance']",A summer fling born under the Sicilian sun quickly develops into a heartbreaking love story that forces a boy and girl to grow up too quickly.,6.6
Mama,['Horror'],"Guillermo del Toro presents Mama, a supernatural thriller that tells the haunting tale of two little girls who disappeared into the woods the day that their parents were killed. When they are rescued years later and begin a new life, they find that someone or something still wants to come tuck them in at night.",6.2
LFA 161: Davis vs. Siqueira,[],"LFA 161: Davis vs. Siqueira was a mixed martial arts event that took place on Friday, June 23, 2023 at the Commerce Casino & Hotel, Commerce, California.",0.0
Idol Seungha's R-Rated Film Shooting,['Drama'],"Film producer Na-eun and director Yeong-tae are on the verge of shelving out cash for an adult film production. They're too busy blaming each other for the messed-up filming. Before another filming begins, Na-eun suggests Yeong-tae to become an actor himself and practice filming. Na-eun leads the shy Yeong-tae very skillfully. How far will the practice go...?",7.3
Sweet Home Alabama,"['Comedy', 'Romance']","New York fashion designer, Melanie Carmichael suddenly finds herself engaged to the city's most eligible bachelor. But her past holds many secrets—including Jake, the redneck husband she married in high school, who refuses to divorce her. Bound and determined to end their contentious relationship once and for all, Melanie sneaks back home to Alabama to confront her past.",6.4
The Blues Brothers,"['Music', 'Comedy', 'Action', 'Crime']","Jake Blues, just released from prison, puts his old band back together to save the Catholic home where he and his brother Elwood were raised.",7.7
Public Enemies,"['Action', 'Crime']","Depression-era bank robber John Dillinger's charm and audacity endear him to much of America's downtrodden public, but he's also a thorn in the side of J. Edgar Hoover and the fledgling FBI. Desperate to capture the elusive outlaw, Hoover makes Dillinger his first Public Enemy Number One and assigns his top agent, Melvin Purvis, the task of bringing him in dead or alive.",6.7
You Should Have Left,"['Horror', 'Thriller']","In an effort to repair their relationship, a couple books a vacation in the countryside for themselves and their daughter. What starts as a perfect retreat begins to fall apart as one loses their grip on reality, and a sinister force tries to tear them apart.",6.0
Dunkirk,"['War', 'Action', 'Drama']","The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II.",7.5
Mr. Harrigan's Phone,"['Drama', 'Thriller', 'Horror', 'Mystery']","Craig, a young boy living in a small town befriends an older, reclusive billionaire, Mr. Harrigan. The two form a bond over books and an iPhone, but when the man passes away the boy discovers that not everything dead is gone.",6.5
Skyline,"['Science Fiction', 'Adventure', 'Action', 'Thriller']","When strange lights descend on the city of Los Angeles, people are drawn outside like moths to a flame where an extraterrestrial force threatens to swallow the entire human population off the face of the Earth. Now the band of survivors must fight for their lives as the world unravels around them.",5.0
Lara Croft: Tomb Raider,"['Adventure', 'Fantasy', 'Action', 'Thriller']","English aristocrat Lara Croft is skilled in hand-to-hand combat and in the middle of a battle with a secret society. The shapely archaeologist moonlights as a tomb raider to recover lost antiquities and meets her match in the evil Powell, who's in search of a powerful relic.",5.9
Sinbad: Legend of the Seven Seas,"['Family', 'Animation', 'Adventure', 'Comedy', 'Fantasy', 'Action']","The sailor of legend is framed by the goddess Eris for the theft of the Book of Peace, and must travel to her realm at the end of the world to retrieve it and save the life of his childhood friend Prince Proteus.",6.9
The Lover,"['Drama', 'Romance']","A poor French teenage girl engages in an illicit affair with a wealthy Chinese heir in 1920s Saigon. For the first time in her young life she has control, and she wields it deftly over her besotted lover throughout a series of clandestine meetings and torrid encounters.",7.0
Ghosts of the Ozarks,"['Western', 'Horror', 'Mystery']","In 1866, a young doctor is summoned by his uncle to a remote town in the Ozarks only to discover upon his arrival that the utopian paradise is not all that it seems to be.",6.3
The Mountain Between Us,"['Drama', 'Adventure', 'Romance']","Stranded on a mountain after a tragic plane crash, two strangers must work together to endure the extreme elements of the remote, snow-covered terrain. When they realize help is not coming, they embark on a perilous journey across hundreds of miles of wilderness, pushing each other to survive and discovering their inner strength.",6.6
Shame,['Drama'],"Brandon, a thirty-something man living in New York, eludes intimacy with women but feeds his deepest desires with a compulsive addiction to sex. When his younger sister temporarily moves into his apartment, stirring up bitter memories of their shared painful past, Brandon's life, like his fragile mind, gets out of control.",6.9
Bloodsport,"['Action', 'Drama']","U.S. soldier Frank Dux has come to Hong Kong to be accepted into the Kumite, a highly secret and extremely violent martial arts competition. While trying to gain access into the underground world of clandestine fighters, he also has to avoid military officers who consider him to be AWOL. After enduring a difficult training and beginning a romance with journalist Janice Kent, Frank is given the opportunity to fight. But can he survive?",7.0
The Raid 2,"['Action', 'Crime', 'Thriller']","After fighting his way through an apartment building populated by an army of dangerous criminals and escaping with his life, SWAT team member Rama goes undercover, joining a powerful Indonesian crime syndicate to protect his family and uncover corrupt members of his own force.",7.6
Faraway,"['Romance', 'Comedy']","After inheriting a house on a Croatian island, a woman embarks on a spur-of-the-moment trip that reignites her joy in life and opens a door to new love.",6.6
Two Mothers,"['Drama', 'Romance']","Two best friends. And their lust for each one's opponent mothers. Junhyeong and Daejin are best friends. One day Daejin’s mom visits Junhyeong who is heartbroken when he was disappointed in love. She suggests that she will teach him sex and make him a real man. Unlike Junhyeong, Daejin is popular guy to women. But he long since has fallen in love with Junhyeong’s mom. When Daejin hears Junhyeong’s parents seems to divorce, he decides to start expressing his affection to her.",5.0
Unbroken,"['Drama', 'War']","A chronicle of the life of Louis Zamperini, an Olympic runner who was taken prisoner by Japanese forces during World War II.",7.4
Wolf Creek 2,"['Horror', 'Thriller']","Lured by the promise of an Australian holiday, backpackers Rutger, Katarina and Paul visit the notorious Wolf Creek Crater.  Their dream Outback adventure soon becomes a horrific reality when they encounter the site's most infamous local, the last man any traveller to the region ever wants to meet—Mick Taylor.  As the backpackers flee, Mick pursues them on an epic white knuckled rampage across hostile wasteland.",6.4
The Others,"['Horror', 'Mystery', 'Thriller']","Grace is a religious woman who lives in an old house kept dark because her two children, Anne and Nicholas, have a rare sensitivity to light. When the family begins to suspect the house is haunted, Grace fights to protect her children at any cost in the face of strange events and disturbing visions.",7.6
Meander,"['Horror', 'Science Fiction', 'Drama', 'Thriller']","After getting a car ride from an unknown man, Lisa wakes up in a tube. On her arm is strapped a bracelet with a countdown. She quickly understands that every 8 minutes, fire burns an occupied section. She has no choice but to crawl into safe sections to survive. To know why she’s there and how to get out, Lisa will have to face the memories of her dead daughter…",6.1
The Calling,['Drama'],"Tamar has been called to become a minister, and for most, this would be an honorable moment, but for Tamar, it is the worst thing that could happen. Tamar is the daughter of prominent Deacon Jessup, and is a lesbian. Taught that her desires are not that of God, Tamar has suppressed them for the last 16 years and has never dated a woman. When the Future Minister's Ministry opens for a new class, Tamar finds herself falling for the only other woman in the class.",0.0
The Many Saints of Newark,['Crime'],"Young Anthony Soprano is growing up in one of the most tumultuous eras in Newark, N.J., history, becoming a man just as rival gangsters start to rise up and challenge the all-powerful DiMeo crime family. Caught up in the changing times is the uncle he idolizes, Dickie Moltisanti, whose influence over his nephew will help shape the impressionable teenager into the all-powerful mob boss, Tony Soprano.",6.5
22 Bullets,"['Drama', 'Crime', 'Thriller']","Charly Matteï has turned his back on his life as an outlaw. For the last three years, he's led a peaceful life devoting himself to his wife and two children. Then, one winter morning, he's left for dead in the parking garage in Marseille's Old Port, with 22 bullets in his body. Against all the odds, he doesn't die...",6.7
Blame,['Drama'],"A drama teacher's taboo relationship with an unstable student strikes a nerve in her jealous classmate, sparking a vengeful chain of events within their suburban high school that draws parallels to ""The Crucible"".",6.7
Gone in Sixty Seconds,"['Action', 'Crime', 'Thriller']","Upon learning that he has to come out of retirement to steal 50 cars in one night to save his brother Kip's life, former car thief Randall ""Memphis"" Raines enlists help from a few ""boost happy"" pals to accomplish a seemingly impossible feat. From countless car chases to relentless cops, the high-octane excitement builds as Randall swerves around more than a few roadblocks to keep Kip alive.",6.4
Big Stan,['Comedy'],Rob Schneider writes and stars in this comedy about a nerdy con man whose swindling ways land him a stiff prison sentence. Terrified at the prospect of being raped in prison he enlists the aid of a mysterious kung-fu expert to teach him how to fight.,6.5
The Emoji Movie,"['Animation', 'Family', 'Comedy']","Gene, a multi-expressional emoji, sets out on a journey to become a normal emoji.",5.5
Pretty Baby,['Drama'],"Hattie, a New Orleans prostitute, meets a photographer named Bellocq at her brothel one night and, after he photographs her, he befriends her 12-year-old daughter, Violet. When Violet is brought on as a working girl by her mother's madam and Hattie skips town to get married, Violet quickly loses her innocence and focuses on reuniting with Bellocq. But a life with Bellocq is compromised for Violet after her mother returns to town.",6.9
Commando,"['Action', 'Adventure', 'Thriller']","John Matrix, the former leader of a special commando strike force that always got the toughest jobs done, is forced back into action when his young daughter is kidnapped. To find her, Matrix has to fight his way through an array of punks, killers, one of his former commandos, and a fully equipped private army. With the help of a feisty stewardess and an old friend, Matrix has only a few hours to overcome his greatest challenge: finding his daughter before she's killed.",6.7
X-Rated 2: The Greatest Adult Stars of All-Time,['Documentary'],"Documentary sequel that offers a close-up look into the personal lives of the legendary porn stars who've survived the test of time and influenced popular culture. Blends rare interviews with erotic clips and additional appearances by Whoopi Goldberg, Steven Soderbergh and a host of adult stars, directors and trendsetters.",6.6
Bad Boys,"['Action', 'Comedy', 'Crime', 'Thriller']","Marcus Burnett is a hen-pecked family man. Mike Lowry is a foot-loose and fancy free ladies' man. Both are Miami policemen, and both have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.",6.8
Money Heist: The Phenomenon,['Documentary'],A documentary on why 'Money Heist' sparked a wave of enthusiasm around the world for a lovable group of thieves and their professor.,7.5
Devil's Workshop,['Horror'],"Desperate for a role as a demonologist, struggling actor Clayton contacts Eliza, an expert in devil lore, to help him prepare. As he spends the weekend at her home, Eliza forces Clayton to confront his troubling past, perform dark rituals, and sacrifice a goat. Does she want to help Clayton, seduce him—or destroy him?",6.0
Boogie Nights,['Drama'],"Set in 1977, back when sex was safe, pleasure was a business and business was booming, idealistic porn producer Jack Horner aspires to elevate his craft to an art form. Horner discovers Eddie Adams, a hot young talent working as a busboy in a nightclub, and welcomes him into the extended family of movie-makers, misfits and hangers-on that are always around. Adams' rise from nobody to a celebrity adult entertainer is meteoric, and soon the whole world seems to know his porn alter ego, ""Dirk Diggler"". Now, when disco and drugs are in vogue, fashion is in flux and the party never seems to stop, Adams' dreams of turning sex into stardom are about to collide with cold, hard reality.",7.6
I am My Own House,['Drama'],,0.0
Salon de Seoul,['Drama'],"Su-jin, who works as a karaoke helper at an entertainment district in Seoul and a press office salon, asks Ji-yeon, a college student who lives with her, to work for her for one day when her father suddenly asks her to meet her. Su-jin meets Ji-yeon's boyfriend, Seung-yeong, in liberal arts class at her school, where Ji-yeon took her place, and falls for her.",0.0
The Lobster,"['Comedy', 'Drama', 'Romance']","In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into animals and sent off into The Woods.",7.0
Last Action Hero,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']","Following the death of his father, young Danny Madigan takes comfort in watching action movies featuring the indestructible Los Angeles cop Jack Slater. After being given a magic ticket by theater manager Nick, Danny is sucked into the screen and bonds with Slater. When evil fictional villain Benedict gets his hands on the ticket and enters the real world, Danny and Jack must follow and stop him.",6.4
There She Goes 2023 Special: 414,"['Comedy', 'Drama']","Rosie Yates is now 13 and is starting to display increasingly challenging, emotional and physical behaviour. Veering wildly from joyous obsessions with her letter X, tigers with Xs on their nose, ticket barriers and Fedex lorries to sudden violent outbursts both directed at her parents Si and Emily and herself. The family realise that Rosie is simply struggling to cope with the onset of puberty, just like any other teenage girl. Whilst the family deal with a teenage Rosie, their geneticist calls with news of Rosie’s condition.",10.0
Havoc,"['Crime', 'Drama']","A wealthy Los Angeles teen and her superficial friends wants to break out of suburbia and experience Southern California's ""gangsta"" lifestyle. But problems arise when the preppies get in over their heads and provoke the wrath of a violent Latino gang. Suddenly, their role-playing seems a little too real.",5.2
West Side Story,"['Drama', 'Romance', 'Crime']","Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy.",7.1
Seal Team,"['Animation', 'Family']","After his best friend is killed in a shark attack, Quinn, a lovable yet tenacious seal assembles a SEAL TEAM to fight back against a gang of sharks overtaking the neighborhood. But this merry band of international seals are not at all trained for such a mission. They seek the help of a much more skillful combatant, Claggart, but even his tricks and flips can’t whip these guys into shape. However, with a little bit of ingenuity, intelligence and a lot of heart, our SEAL TEAM may actually be able to bring peace back to their undersea community.",7.1
On a Wing and a Prayer,['Drama'],"After their pilot dies unexpectedly mid-flight, passenger Doug White must safely land a plane and save his entire family from insurmountable danger.",6.4
Diary of a Wimpy Kid: Dog Days,"['Comedy', 'Family']","It's summertime, and Greg Heffley is looking forward to playing video games and spending time with his friends. However, Greg's dad has other plans: He's decided that some father-son bonding time is in order. Desperate to prevent his dad from ruining summer vacation, Greg pretends he has a job at a ritzy country club. But Greg's plan backfires, leaving him in the middle of embarrassing mishaps and a camping trip gone wrong.",6.3
Meet the Robinsons,"['Animation', 'Comedy', 'Family']","Lewis, a brilliant young inventor, is keen on creating a time machine to find his mother, who abandoned him in an orphanage. Things take a turn when he meets Wilbur Robinson and his family.",6.9
Big Fish,"['Adventure', 'Fantasy', 'Drama']","Throughout his life Edward Bloom has always been a man of big appetites, enormous passions and tall tales. In his later years, he remains a huge mystery to his son, William. Now, to get to know the real man, Will begins piecing together a true picture of his father from flashbacks of his amazing adventures.",7.8
Justice League: War,"['Animation', 'Action']","The world is under attack by an alien armada led by the powerful Apokoliptian, Darkseid. A group of superheroes consisting of Superman, Batman, Wonder Woman, The Flash, Green Lantern, Cyborg, and Shazam must set aside their differences and gather together to defend Earth.",7.5
Teenage Mutant Ninja Turtles III,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']","The four turtles travel back in time to the days of the legendary and deadly samurai in ancient Japan, where they train to perfect the art of becoming one. The turtles also assist a small village in an uprising.",5.4
The Grudge,"['Horror', 'Mystery', 'Thriller']","An American nurse living and working in Tokyo is exposed to a mysterious supernatural curse, one that locks a person in a powerful rage before claiming their life and spreading to another victim.",5.9
Cell 211,"['Action', 'Thriller', 'Drama']","The story of two men on different sides of a prison riot -- the inmate leading the rebellion and the young guard trapped in the revolt, who poses as a prisoner in a desperate attempt to survive the ordeal.",7.5
